,aesthetic,readability,contrast
998,3.0,3.3,3.0
999,2.3,4.0,3.0
1000,4.0,4.0,4.0
1001,3.7,4.0,4.0
1002,3.0,3.3,3.0
1003,4.3,4.0,3.7
1004,3.3,4.0,4.3
1005,4.0,3.7,4.0
1006,3.3,3.0,4.0
1007,4.3,4.0,4.0
1008,4.7,4.0,3.7
1009,3.3,3.0,3.7
1010,3.3,4.0,3.7
1011,4.0,3.7,4.0
1012,3.3,3.0,4.0
1013,3.3,4.0,4.0
1014,3.3,4.3,4.0
1015,4.3,4.0,4.0
1016,3.0,3.0,4.0
1017,3.7,4.0,4.0
1018,4.0,3.3,4.7
1019,3.7,3.0,3.0
1020,4.0,4.0,4.0
1021,3.0,4.0,4.0
1022,4.0,3.0,4.0
1023,3.0,3.0,3.7
1024,3.7,3.3,4.7
1025,3.3,3.7,3.3
1026,3.3,4.0,4.0
1027,4.3,4.3,4.3
1028,3.7,3.3,3.3
1029,3.7,4.0,5.0
1030,4.3,3.3,3.7
1031,4.0,4.0,3.3
1032,3.7,3.7,3.3
1033,3.3,4.0,3.7
1034,3.3,4.0,3.7
1035,4.0,4.0,4.3
1036,4.0,4.0,5.0
1037,3.0,3.0,3.0
1038,4.3,3.7,3.3
1039,4.0,3.7,4.0
1040,4.0,3.3,3.0
1041,3.3,4.0,3.0
1042,2.7,3.7,2.7
1043,4.0,5.0,5.0
1044,4.0,4.0,4.7
1045,3.7,3.0,3.3
1046,3.0,3.3,4.0
1047,3.0,4.0,3.3
1048,3.7,3.3,3.7
1049,3.7,3.7,5.0
1050,4.0,4.0,3.0
1051,4.3,4.3,3.3
1052,4.0,4.0,4.0
1053,4.3,3.7,5.0
1054,3.0,3.7,3.0
1055,3.0,4.7,3.0
1056,3.0,5.0,3.0
1057,3.3,4.0,4.0
1058,3.0,3.3,4.0
1059,3.0,4.0,4.0
1060,4.0,3.7,4.7
1061,4.0,3.0,5.0
1062,2.0,2.0,3.0
1063,4.0,5.0,5.0
1064,3.0,4.3,5.0
1065,5.0,4.0,4.0
1066,3.3,4.3,3.3
1067,4.3,4.7,4.0
1068,4.3,4.3,4.0
1069,3.7,3.3,3.3
1070,3.3,4.0,4.0
1071,3.0,4.0,3.7
1072,4.7,5.0,4.3
1073,4.0,4.3,5.0
1074,3.0,3.3,3.7
1075,3.7,3.7,4.0
1076,4.0,3.3,4.0
1077,4.3,4.7,3.7
1078,2.7,3.0,3.3
1079,3.7,4.0,4.0
1080,4.0,4.0,5.0
1081,4.0,4.0,4.0
1082,3.7,3.7,4.0
1083,3.7,4.0,4.0
1084,3.0,2.0,2.7
1085,3.0,3.0,3.0
1086,4.0,3.7,3.7
1087,3.3,4.0,3.3
1088,3.7,4.0,5.0
1089,3.3,4.7,4.3
1090,3.0,3.7,3.3
1091,3.0,3.0,3.3
1092,2.0,3.0,3.3
1093,2.0,3.7,3.7
1094,4.0,3.3,4.0
1095,3.7,3.0,3.3
1096,3.7,4.0,4.0
1097,3.0,4.0,4.0
1098,4.3,4.0,4.3
1099,4.3,4.0,4.0
1100,3.7,4.0,3.3
1101,4.0,4.7,4.7
1102,4.0,4.0,4.0
1103,4.0,5.0,4.3
1104,3.7,3.7,4.3
1105,4.0,4.0,4.0
1106,3.0,3.0,3.3
1107,3.7,4.0,4.7
1108,3.3,3.3,4.0
1109,4.0,3.7,4.3
1110,3.0,4.0,4.0
1111,3.0,3.7,4.0
1112,3.7,4.3,4.0
1113,4.0,3.0,4.0
1114,2.3,2.0,2.3
1115,3.0,4.0,3.7
1116,4.0,4.3,4.3
1117,3.3,3.3,2.7
1118,3.0,3.7,3.3
1119,3.7,3.3,2.3
1120,3.3,4.3,4.0
1121,3.7,3.7,4.0
1122,3.0,4.3,4.3
1123,4.3,4.3,4.3
1124,3.0,3.3,3.0
1125,3.7,3.7,3.7
1126,4.0,4.0,4.0
1127,3.7,2.3,4.3
1128,2.0,3.0,2.7
1129,4.3,4.0,4.0
1130,2.3,5.0,4.3
1131,4.0,3.0,4.0
1132,3.3,3.3,4.3
1133,3.0,3.0,3.0
1134,3.3,4.3,4.7
1135,1.7,3.0,3.0
1136,3.0,3.0,3.0
1137,4.0,4.0,4.7
1138,3.3,3.3,4.0
1139,3.7,4.0,3.7
1140,3.0,3.0,3.0
1141,3.7,3.3,3.0
1142,3.3,3.7,3.3
1143,3.7,3.0,3.3
1144,4.0,4.3,3.7
1145,4.0,4.3,4.3
1146,3.0,4.3,4.0
1147,4.7,4.3,5.0
1148,4.0,4.0,4.0
1149,3.0,4.3,3.3
1150,3.3,4.0,4.0
1151,2.7,2.3,3.7
1152,2.7,2.7,2.7
1153,4.0,4.0,4.0
1154,4.0,3.3,3.7
1155,3.7,3.0,3.7
1156,3.7,4.0,3.0
1157,4.0,4.0,4.0
1158,3.0,4.0,4.0
1159,4.0,4.3,4.3
1160,4.3,4.0,4.3
1161,4.3,4.0,3.7
1162,4.0,4.3,4.7
1163,3.7,4.3,3.3
1164,3.7,4.0,4.7
1165,4.7,4.3,4.7
1166,4.0,3.0,3.3
1167,3.0,4.0,3.3
1168,4.0,4.3,4.0
1169,3.3,3.0,4.0
1170,3.0,4.3,4.3
1171,3.0,3.3,3.3
1172,3.7,4.0,3.0
1173,3.3,3.0,4.3
1174,4.3,4.7,4.0
1175,4.0,4.0,4.0
1176,3.0,4.0,4.0
1177,3.7,3.7,3.7
1178,3.0,3.0,3.7
1179,3.0,3.0,4.0
1180,4.0,3.7,3.7
1181,3.0,4.0,4.3
1182,4.0,4.3,3.7
1183,4.0,3.7,4.0
1184,4.3,5.0,4.3
1185,3.7,3.0,3.3
1186,4.0,4.3,4.3
1187,4.0,4.0,4.0
1188,3.7,4.3,4.7
1189,3.0,4.3,4.0
1190,3.3,4.0,3.3
1191,3.7,3.3,3.3
1192,3.0,3.0,3.3
1193,3.7,3.7,4.0
1194,3.0,3.0,3.3
1195,3.7,3.0,4.0
1196,4.0,4.0,3.7
1197,4.0,4.3,4.0
1198,2.0,1.7,3.3
1199,3.0,4.0,4.0
1200,3.0,4.3,4.3
1201,4.0,4.0,4.0
1202,3.7,3.7,4.0
1203,4.0,4.0,3.3
1204,4.0,4.3,4.7
1205,3.3,3.7,3.0
1206,3.0,3.7,4.0
1207,4.0,4.0,4.0
1208,3.3,3.7,3.3
1209,4.7,3.7,3.3
1210,4.0,3.3,4.0
1211,3.3,4.0,4.0
1212,4.7,3.3,4.7
1213,3.7,4.0,4.0
1214,4.0,3.3,4.0
1215,3.0,3.0,4.0
1216,3.0,2.0,3.0
1217,3.0,4.0,3.7
1218,3.3,4.0,3.3
1219,4.0,3.7,4.3
1220,3.3,3.3,3.0
1221,3.7,4.0,3.7
1222,4.0,5.0,5.0
1223,3.0,3.0,3.3
1224,3.7,4.0,5.0
1225,4.0,3.0,2.0
1226,4.3,4.0,4.3
1227,3.3,3.3,4.0
1228,5.0,3.3,4.7
1229,3.0,3.7,3.3
1230,3.7,3.3,3.3
1231,4.0,3.7,4.0
1232,3.7,4.7,4.3
1233,3.3,2.0,3.7
1234,4.0,4.0,4.0
1235,3.0,4.0,3.7
1236,3.0,3.0,3.7
1237,3.3,3.0,3.7
1238,3.3,3.7,3.0
1239,3.7,3.0,3.3
1240,4.0,2.0,2.0
1241,3.3,4.7,4.3
1242,4.7,4.3,3.3
1243,3.7,4.0,3.7
1244,3.0,3.0,3.3
1245,3.0,3.0,3.0
1246,3.0,3.3,3.0
1247,4.0,5.0,3.7
1248,4.0,4.3,4.0
1249,4.0,4.0,5.0
1250,3.3,3.0,3.0
1251,4.3,3.0,3.3
1252,4.0,3.7,3.0
1253,3.0,4.3,3.3
1254,4.0,4.3,4.0
1255,3.0,3.3,3.0
1256,4.0,4.3,4.0
1257,3.0,3.0,3.0
1258,4.0,5.0,4.7
1259,4.0,4.3,3.3
1260,4.0,4.0,4.0
1261,4.0,4.3,4.0
1262,3.0,3.0,4.0
1263,3.0,4.0,4.3
1264,4.0,4.0,4.7
1265,4.0,4.0,4.0
1266,3.0,3.3,3.0
1267,4.3,3.7,4.0
1268,3.0,4.0,4.0
1269,3.0,3.3,3.0
1270,3.0,3.0,3.0
1271,3.7,3.7,3.7
1272,4.0,4.7,4.7
1273,4.7,4.0,3.0
1274,4.0,4.3,4.0
1275,3.7,3.0,3.3
1276,4.0,4.3,4.7
1277,5.0,4.7,4.7
1278,4.3,4.3,3.7
1279,4.0,3.7,4.0
1280,4.7,3.3,3.7
1281,3.7,3.7,3.7
1282,4.3,4.7,5.0
1283,3.0,4.0,3.0
1284,2.0,3.7,3.3
1285,4.7,3.7,3.3
1286,4.3,3.0,2.3
1287,3.3,3.3,3.3
1288,3.0,4.0,3.7
1289,3.7,3.3,4.0
1290,4.3,5.0,4.3
1291,3.3,5.0,5.0
1292,3.7,3.3,3.3
1293,3.7,4.7,4.7
1294,3.0,3.7,3.3
1295,4.0,3.7,3.7
1296,3.7,4.3,3.3
1297,3.0,4.0,3.7
1298,3.3,3.7,4.3
1299,4.0,4.0,4.3
1300,3.3,3.0,4.0
1301,3.7,3.3,4.3
1302,4.0,4.0,4.0
1303,3.7,3.0,3.0
1304,3.3,3.0,2.7
1305,3.7,3.7,4.3
1306,3.3,5.0,3.7
1307,3.3,2.7,3.0
1308,4.7,4.7,3.7
1309,3.3,4.0,3.0
1310,4.0,4.0,4.7
1311,1.7,4.3,3.0
1312,4.0,3.0,5.0
1313,3.7,3.7,3.0
1314,2.7,5.0,3.3
1315,3.0,5.0,5.0
1316,4.0,4.3,4.0
1317,3.3,5.0,4.0
1318,4.3,4.0,4.3
1319,3.7,4.0,4.7
1320,4.7,4.3,5.0
1321,3.7,5.0,4.7
1322,3.0,3.7,3.0
1323,4.0,4.0,4.0
1324,3.7,4.0,4.3
1325,4.3,3.3,3.7
1326,3.3,3.0,3.0
1327,3.7,3.0,3.0
1328,4.7,4.0,4.3
1329,3.3,3.0,3.0
1330,3.7,2.7,2.7
1331,3.7,3.3,4.0
1332,3.7,3.7,4.0
1333,3.3,3.3,4.0
1334,3.7,4.3,4.0
1335,3.0,3.0,3.0
1336,3.0,3.0,3.0
1337,3.0,3.3,3.0
1338,4.0,3.3,3.7
1339,4.3,4.7,5.0
1340,3.7,4.3,3.0
1341,4.0,3.3,4.0
1342,4.7,5.0,4.3
1343,3.7,4.3,4.0
1344,3.7,4.0,3.0
1345,3.7,4.0,4.3
1346,4.3,3.7,4.0
1347,3.7,4.0,4.0
1348,1.7,3.7,3.0
1349,3.0,3.7,3.7
1350,3.7,4.3,4.0
1351,3.7,4.3,3.0
1352,3.7,3.7,3.0
1353,3.3,4.0,3.7
1354,3.7,4.3,3.3
1355,3.7,4.0,4.7
1356,3.3,5.0,4.0
1357,3.3,2.3,2.7
1358,3.7,3.7,3.7
1359,4.0,4.3,3.7
1360,3.7,5.0,5.0
1361,1.7,4.0,3.0
1362,4.0,4.0,3.3
1363,3.0,4.0,3.0
1364,3.0,2.3,3.0
1365,3.0,3.3,4.0
1366,3.7,5.0,5.0
1367,1.7,4.0,3.3
1368,3.3,4.3,4.0
1369,3.0,4.3,3.7
1370,3.7,4.0,4.0
1371,3.3,3.0,4.0
1372,4.0,4.3,4.3
1373,3.3,4.3,4.0
1374,3.7,4.7,4.0
1375,3.7,3.7,2.7
1376,3.3,4.3,4.3
1377,5.0,4.3,4.3
1378,4.0,4.3,4.7
1379,4.3,4.0,4.0
1380,4.0,3.7,4.0
1381,3.7,4.7,4.0
1382,1.3,4.0,3.0
1383,4.3,3.3,2.0
1384,3.0,3.7,3.7
1385,4.0,3.0,4.0
1386,4.0,2.0,3.0
1387,3.3,3.7,4.0
1388,4.0,3.0,4.0
1389,4.0,4.3,4.0
1390,3.0,4.0,4.3
1391,2.7,2.0,2.3
1392,4.0,4.7,4.3
1393,4.0,3.3,3.0
1394,4.0,4.0,4.3
1395,3.3,4.0,4.0
1396,3.7,3.0,2.3
1397,3.7,3.7,3.7
1398,3.3,3.7,3.7
1399,2.3,3.7,3.3
1400,4.0,4.3,3.3
1401,4.0,3.0,3.7
1402,3.0,2.7,3.0
1403,4.0,5.0,4.0
1404,4.3,3.3,3.0
1405,4.0,3.7,3.3
1406,3.0,3.3,3.0
1407,3.7,3.7,4.0
1408,4.0,2.7,2.3
1409,4.0,4.3,3.7
1410,4.3,4.0,3.7
1411,4.0,4.3,4.0
1412,5.0,4.3,4.0
1413,3.3,3.7,3.7
1414,3.7,4.3,4.0
1415,4.3,4.0,4.7
1416,3.3,3.7,3.3
1417,4.0,3.3,3.7
1418,3.0,2.0,3.0
1419,4.0,4.3,4.7
1420,4.3,3.7,4.0
1421,3.0,3.3,3.7
1422,3.0,4.0,4.0
1423,3.3,4.0,3.7
1424,3.0,3.7,3.7
1425,3.0,3.3,3.3
1426,4.0,4.0,3.7
1427,4.0,5.0,4.0
1428,2.7,3.0,2.7
1429,3.3,4.7,4.7
1430,3.3,3.7,2.7
1431,4.0,4.7,4.0
1432,4.0,3.3,3.3
1433,3.7,4.0,4.0
1434,3.3,5.0,3.3
1435,3.7,3.7,4.0
1436,4.0,4.7,4.7
1437,3.3,3.3,3.7
1438,3.7,4.7,4.0
1439,4.3,4.7,5.0
1440,4.0,3.0,3.0
1441,3.3,3.0,3.0
1442,3.3,4.3,3.7
1443,4.0,4.0,4.0
1444,5.0,4.0,3.0
1445,3.7,5.0,4.0
1446,3.0,4.0,4.0
1447,3.0,4.0,3.7
1448,4.0,4.3,5.0
1449,3.0,3.0,3.0
1450,4.7,4.3,5.0
1451,2.7,2.3,2.7
1452,5.0,4.0,5.0
1453,3.0,3.7,3.7
1454,3.3,3.3,4.3
1455,4.0,3.7,3.3
1456,4.7,4.3,4.3
1457,3.3,5.0,4.3
1458,4.7,4.0,4.0
1459,2.0,2.7,2.3
1460,4.0,4.7,4.7
1461,3.7,4.3,4.0
1462,3.7,4.0,4.3
1463,3.7,4.3,3.3
1464,3.7,3.7,3.0
1465,3.3,4.0,3.3
1466,4.0,4.0,4.0
1467,4.7,3.3,3.3
1468,3.3,3.3,4.3
1469,3.3,3.7,3.7
1470,4.3,4.3,4.7
1471,4.7,4.0,4.3
1472,4.3,5.0,4.7
1473,3.3,3.0,3.7
1474,3.3,3.3,3.7
1475,4.0,4.3,3.7
1476,3.7,3.3,3.3
1477,5.0,4.3,4.0
1478,4.7,4.3,4.3
1479,5.0,5.0,5.0
1480,3.3,3.0,3.0
1481,4.0,5.0,5.0
1482,3.3,3.3,3.3
1483,3.3,3.0,3.3
1484,4.0,4.0,4.0
1485,3.7,4.0,4.0
1486,4.0,4.0,4.0
1487,4.0,4.7,4.3
1488,3.0,3.3,3.0
1489,3.3,3.7,4.7
1490,3.3,3.7,3.7
1491,3.0,3.0,3.0
1492,3.0,3.0,3.0
1493,3.7,4.7,3.7
1494,4.7,4.0,3.0
1495,4.3,4.0,4.0
1496,4.3,4.7,3.0
1497,3.3,3.3,4.3
1498,4.3,3.0,3.0
1499,4.0,4.0,4.0
1500,4.0,4.0,4.0
1501,3.0,3.3,3.7
1502,4.0,4.3,4.3
1503,4.0,3.3,3.7
1504,4.0,4.0,4.0
1505,3.7,3.3,3.3
1506,3.7,4.0,4.0
1507,3.0,2.0,2.7
1508,4.3,4.3,4.0
1509,4.3,5.0,4.7
1510,3.0,4.0,4.3
1511,4.0,4.7,4.3
1512,4.0,4.3,3.3
1513,3.3,3.7,3.7
1514,3.0,3.7,3.7
1515,3.3,2.7,2.7
1516,3.0,3.0,3.3
1517,4.0,3.7,3.7
1518,3.7,4.0,3.0
1519,2.0,4.0,3.3
1520,3.0,4.0,3.7
1521,3.3,4.3,4.0
1522,4.0,4.7,5.0
1523,3.0,5.0,5.0
1524,3.3,2.7,3.3
1525,3.0,4.0,3.3
1526,3.7,4.0,4.0
1527,4.0,3.7,4.0
1528,3.7,3.7,3.7
1529,2.0,2.0,4.0
1530,3.3,3.3,5.0
1531,4.7,3.7,4.0
1532,5.0,4.3,4.0
1533,4.0,3.3,3.0
1534,3.7,4.0,4.0
1535,3.0,4.0,5.0
1536,4.0,5.0,5.0
1537,4.3,4.0,4.0
1538,4.3,3.7,4.0
1539,3.7,4.3,4.3
1540,3.7,4.0,3.7
1541,4.0,3.3,3.0
1542,5.0,3.3,3.7
1543,1.3,2.0,2.3
1544,2.0,4.0,4.0
1545,4.3,4.7,4.3
1546,4.0,5.0,4.3
1547,4.0,4.3,4.0
1548,4.0,3.3,3.0
1549,3.3,2.7,3.3
1550,4.3,4.3,5.0
1551,3.3,3.3,3.0
1552,4.0,4.7,4.0
1553,3.0,4.0,3.7
1554,3.0,3.3,2.7
1555,4.0,3.7,4.3
1556,3.3,4.7,4.0
1557,4.0,4.0,3.0
1558,4.3,4.7,3.7
1559,3.0,3.7,4.0
1560,4.0,3.0,3.0
1561,4.0,3.7,3.7
1562,4.0,4.0,4.0
1563,2.0,3.7,4.0
1564,3.3,3.3,3.3
1565,3.7,4.3,4.0
1566,3.0,4.0,4.0
1567,3.3,3.7,4.0
1568,3.0,3.0,4.0
1569,3.0,4.0,4.0
1570,3.3,4.3,3.3
1571,3.3,4.0,3.3
1572,3.0,4.0,3.7
1573,5.0,4.3,4.3
1574,3.7,4.3,4.0
1575,4.0,5.0,5.0
1576,4.0,4.3,3.7
1577,4.0,4.0,4.0
1578,4.3,5.0,5.0
1579,4.0,4.0,4.0
1580,3.0,3.3,4.0
1581,3.0,3.7,4.0
1582,3.3,3.3,4.0
1583,4.3,4.0,4.3
1584,3.7,3.7,5.0
1585,3.3,3.3,4.0
1586,4.0,4.3,4.0
1587,3.0,3.7,4.0
1588,3.7,4.0,4.0
1589,2.7,3.3,4.0
1590,3.0,3.3,3.7
1591,3.0,3.3,4.0
1592,4.3,3.3,4.0
1593,2.0,4.3,3.0
1594,3.0,4.3,3.3
1595,3.0,3.0,3.3
1596,3.0,3.7,3.3
1597,5.0,4.3,5.0
1598,4.3,3.7,4.0
1599,3.0,3.3,3.3
1600,4.0,3.3,4.0
1601,4.0,4.3,4.0
1602,4.0,4.0,3.7
1603,4.0,3.0,3.3
1604,4.3,5.0,4.3
1605,3.0,3.7,3.0
1606,4.0,3.3,3.0
1607,4.0,4.0,4.0
1608,3.0,4.0,4.0
1609,4.0,4.7,4.0
1610,3.3,4.3,4.7
1611,4.0,4.3,4.0
1612,2.0,5.0,5.0
1613,4.3,3.3,3.0
1614,5.0,3.0,3.3
1615,4.0,3.7,3.0
1616,3.0,4.3,4.0
1617,3.0,4.7,5.0
1618,2.0,4.0,4.3
1619,4.3,4.7,4.0
1620,4.3,4.3,5.0
1621,3.0,3.0,3.0
1622,3.0,3.0,3.0
1623,3.3,4.3,4.0
1624,3.0,3.0,2.7
1625,3.0,3.3,3.0
1626,4.0,3.3,3.0
1627,4.0,4.3,4.0
1628,4.0,4.7,5.0
1629,4.0,4.0,4.0
1630,3.0,4.3,4.0
1631,4.0,5.0,4.0
1632,3.3,4.0,3.3
1633,1.7,4.0,4.0
1634,3.0,4.3,4.0
1635,4.0,3.7,4.0
1636,4.0,4.0,4.0
1637,4.0,4.3,5.0
1638,4.0,4.0,3.0
1639,3.0,3.3,3.7
1640,3.0,3.3,4.0
1641,3.7,4.0,5.0
1642,4.0,3.3,3.0
1643,4.0,5.0,4.0
1644,4.0,4.7,4.3
1645,3.7,3.0,3.0
1646,3.7,3.3,3.0
1647,3.0,3.0,3.7
1648,4.0,4.3,4.0
1649,3.0,4.0,3.7
1650,3.0,3.0,3.3
1651,3.0,4.3,4.0
1652,3.0,4.0,4.0
1653,4.0,4.0,5.0
1654,4.0,4.0,4.0
1655,4.0,4.0,4.0
1656,3.0,3.7,5.0
1657,5.0,5.0,4.7
1658,4.0,4.3,4.0
1659,3.0,4.0,4.0
1660,4.0,4.0,3.7
1661,4.0,4.7,4.0
1662,4.7,4.7,4.3
1663,3.0,4.0,4.0
1664,3.0,3.3,4.0
1665,4.0,3.0,4.0
1666,3.0,4.0,4.0
1667,3.3,4.3,4.0
1668,3.0,4.0,3.3
1669,3.0,3.7,4.0
1670,4.0,4.7,4.0
1671,3.3,4.7,4.0
1672,3.3,4.0,4.0
1673,4.3,4.3,4.7
1674,4.0,4.7,4.3
1675,3.7,4.0,5.0
1676,4.0,4.7,4.7
1677,3.7,3.3,3.7
1678,3.0,2.0,4.0
1679,4.0,3.3,3.0
1680,3.0,3.3,4.0
1681,3.0,3.0,3.0
1682,3.3,4.0,4.0
1683,3.3,3.7,4.0
1684,3.3,3.7,3.3
1685,3.0,3.3,3.0
1686,4.0,4.0,3.7
1687,3.3,3.7,3.0
1688,3.7,4.3,4.0
1689,3.0,3.0,3.3
1690,4.0,3.7,4.0
1691,5.0,4.0,4.0
1692,4.0,3.0,4.0
1693,3.0,4.7,5.0
1694,3.3,4.0,4.0
1695,4.0,4.0,4.0
1696,3.0,4.0,3.7
1697,3.3,3.0,3.3
1698,3.0,3.3,3.3
1699,3.3,4.0,3.3
1700,4.0,4.7,4.0
1701,3.7,3.0,4.0
1702,3.7,3.7,4.0
1703,4.0,4.0,4.0
1704,4.3,4.0,4.0
1705,3.0,5.0,4.0
1706,4.0,4.7,5.0
1707,3.3,4.0,4.0
1708,3.3,4.0,4.0
1709,4.7,4.7,4.7
1710,4.0,4.0,4.0
1711,4.0,4.0,4.0
1712,3.3,4.0,4.0
1713,3.0,4.3,4.0
1714,4.7,4.3,4.0
1715,3.0,4.0,4.0
1716,4.0,4.0,4.0
1717,3.7,4.0,4.0
1718,3.0,4.7,4.0
1719,4.0,4.7,4.0
1720,3.3,4.0,4.7
1721,3.7,4.0,3.3
1722,4.0,3.7,4.0
1723,2.3,3.7,3.0
1724,3.7,3.7,3.0
1725,3.7,3.3,3.0
1726,2.3,3.0,3.7
1727,3.3,2.0,3.0
1728,4.0,4.3,4.0
1729,4.0,4.0,5.0
1730,4.3,4.7,4.0
1731,3.7,3.0,3.3
1732,3.0,3.3,3.0
1733,5.0,4.7,5.0
1734,4.3,4.3,4.3
1735,3.0,4.0,4.0
1736,3.0,4.3,4.0
1737,4.0,3.7,3.0
1738,3.0,3.7,3.7
1739,4.0,3.7,3.0
1740,4.0,4.7,4.0
1741,3.3,3.7,4.0
1742,2.0,3.3,3.7
1743,2.7,3.0,4.7
1744,3.7,4.0,4.0
1745,4.3,4.3,4.0
1746,4.0,4.7,4.0
1747,4.0,4.0,4.0
1748,3.0,3.3,3.0
1749,3.0,3.0,3.3
1750,3.3,4.0,4.0
1751,3.7,3.7,4.0
1752,3.3,3.0,4.0
1753,4.0,4.0,4.0
1754,4.0,4.0,4.0
1755,3.7,4.3,4.3
1756,4.0,4.7,4.0
1757,4.0,4.7,4.0
1758,3.7,4.0,3.7
1759,4.0,3.7,5.0
1760,3.3,3.0,2.7
1761,3.0,4.3,3.3
1762,3.7,4.3,4.0
1763,3.7,4.0,4.0
1764,3.7,3.3,3.7
1765,3.7,4.7,5.0
1766,3.0,5.0,5.0
1767,3.3,4.0,3.3
1768,3.3,4.0,4.0
1769,4.0,4.0,3.0
1770,4.0,3.7,3.0
1771,3.3,3.0,3.0
1772,4.0,3.7,4.0
1773,4.7,3.3,3.7
1774,5.0,5.0,4.0
1775,2.0,4.7,5.0
1776,3.3,4.0,3.0
1777,2.0,4.0,4.0
1778,4.7,3.3,3.0
1779,4.0,4.0,3.3
1780,4.7,4.3,5.0
1781,3.0,4.0,4.0
1782,4.7,4.0,4.3
1783,4.7,4.0,4.7
1784,3.0,4.0,3.0
1785,3.3,4.0,4.0
1786,5.0,5.0,5.0
1787,4.0,4.0,5.0
1788,3.3,4.3,4.0
1789,4.0,4.0,4.0
1790,1.7,2.0,2.7
1791,3.0,3.3,3.7
1792,2.0,3.0,3.0
1793,4.0,4.7,4.7
1794,4.0,4.0,3.3
1795,3.7,4.0,4.0
1796,4.0,4.0,4.0
1797,3.7,4.3,4.0
1798,3.0,4.3,4.0
1799,2.0,5.0,5.0
1800,4.3,3.0,4.0
1801,4.0,3.7,4.0
1802,4.7,3.3,3.0
1803,3.3,4.0,3.0
1804,3.7,3.7,4.0
1805,3.3,4.0,4.0
1806,4.0,4.7,4.7
1807,4.0,3.0,4.7
1808,4.0,4.7,5.0
1809,3.7,3.3,3.3
1810,3.7,4.0,4.0
1811,3.0,4.0,4.3
1812,3.7,4.0,4.0
1813,4.0,4.0,4.7
1814,4.0,4.3,4.7
1815,3.0,3.7,4.0
1816,3.3,4.0,3.3
1817,3.3,4.0,4.0
1818,4.3,4.7,4.0
1819,4.0,4.3,4.7
1820,4.7,4.0,3.0
1821,3.3,5.0,4.7
1822,3.3,4.3,4.0
1823,4.0,4.0,4.0
1824,5.0,5.0,5.0
1825,4.3,5.0,4.7
1826,4.0,5.0,4.7
1827,4.7,5.0,4.7
1828,3.7,5.0,4.0
1829,3.7,3.3,3.0
1830,3.7,4.3,4.0
1831,4.0,4.0,4.0
1832,3.7,4.0,4.0
1833,4.3,4.7,4.3
1834,4.3,4.0,4.0
1835,3.0,3.0,3.0
1836,4.0,4.3,4.7
1837,3.3,3.7,4.7
1838,4.0,4.0,3.7
1839,4.3,4.0,3.3
1840,3.7,4.7,5.0
1841,4.0,4.0,3.0
1842,4.7,5.0,4.7
1843,4.0,4.3,4.0
1844,3.7,4.0,3.3
1845,4.0,4.7,4.3
1846,4.3,4.0,4.0
1847,4.0,4.7,5.0
1848,5.0,4.3,4.7
1849,3.0,4.3,3.7
1850,2.3,2.7,3.0
1851,2.0,2.0,3.3
1852,4.0,4.0,3.3
1853,3.7,4.0,3.3
1854,3.0,3.7,4.0
1855,4.7,3.0,3.0
1856,4.0,4.0,4.0
1857,3.7,2.3,2.7
1858,4.0,5.0,4.3
1859,3.0,2.3,3.0
1860,3.7,3.0,4.0
1861,4.3,4.0,5.0
1862,4.0,4.3,4.0
1863,4.0,3.7,4.0
1864,3.3,3.7,4.0
1865,3.0,3.3,3.7
1866,3.7,4.0,5.0
1867,4.0,4.0,4.0
1868,4.0,3.0,3.3
1869,4.7,4.0,4.3
1870,3.3,4.0,5.0
1871,4.7,3.7,4.0
1872,2.7,4.0,4.7
1873,3.7,4.7,5.0
1874,3.7,4.0,3.3
1875,4.7,4.7,5.0
1876,2.0,3.0,3.0
1877,3.7,4.7,4.0
1878,3.0,3.0,3.3
1879,2.3,3.0,3.0
1880,4.0,5.0,4.3
1881,3.3,4.0,4.0
1882,4.0,4.3,4.7
1883,5.0,4.7,4.0
1884,3.0,3.0,3.0
1885,4.0,4.0,4.0
1886,4.0,4.0,4.0
1887,4.0,5.0,4.3
1888,3.0,4.3,3.7
1889,4.3,5.0,4.7
1890,4.0,4.0,4.0
1891,3.0,4.0,4.0
1892,3.0,4.0,4.0
1893,3.7,4.0,3.0
1894,3.7,3.7,4.0
1895,3.0,2.0,3.0
1896,4.0,3.7,4.0
1897,4.0,5.0,5.0
1898,3.0,3.0,4.0
1899,4.0,4.0,4.0
1900,4.0,4.0,3.7
1901,3.0,4.0,3.7
1902,2.0,3.0,3.3
1903,4.0,4.7,4.3
1904,4.0,5.0,5.0
1905,4.0,4.7,4.0
1906,4.0,3.3,3.3
1907,4.0,4.0,4.0
1908,3.0,3.0,4.0
1909,3.0,3.0,3.3
1910,3.3,4.0,4.3
1911,4.0,4.0,4.0
1912,4.0,4.0,4.0
1913,3.3,4.3,4.7
1914,4.0,4.7,5.0
1915,3.7,4.0,3.3
1916,3.7,4.0,3.3
1917,3.3,4.7,5.0
1918,4.0,4.0,3.0
1919,3.0,4.0,4.3
1920,4.3,4.0,4.0
1921,4.0,4.0,4.3
1922,4.3,4.3,4.0
1923,3.0,3.0,3.3
1924,4.0,4.0,4.0
1925,3.7,4.0,4.0
1926,3.0,4.0,4.7
1927,4.0,3.7,4.0
1928,3.0,4.0,3.3
1929,4.0,4.0,3.7
